DATE,Spot exchange rate - Deutschemark into Sterling,Spot exchange rate - Euro into Sterling,Spot exchange rate - French Franc into Sterling,Spot exchange rate - Italian Lire into Sterling,Spot exchange rate - Japanese Yen into Sterling,Spot exchange rate - US $ into Sterling
11-Feb-82,4.3779,,11.1155,2337.9817,436.343,1.8515
12-Feb-82,4.3877,,11.1273,2337.7841,438.277,1.8415
15-Feb-82,4.3925,,11.1416,2343.7675,441.3943,1.8325
16-Feb-82,4.3891,,11.1377,2342.1159,441.1115,1.833
17-Feb-82,4.3925,,11.156,2343.7214,440.4482,1.8398
18-Feb-82,4.3922,,11.1625,2346.7078,436.2224,1.842
19-Feb-82,4.3851,,11.1617,2339.7494,431.6546,1.8518
22-Feb-82,4.3385,,11.0845,2334.4057,429.316,1.8505
23-Feb-82,4.3428,,11.0589,2327.6342,430.5532,1.8355
24-Feb-82,4.3224,,11.0112,2319.1778,428.2347,1.8285
25-Feb-82,4.3418,,11.0757,2337.1741,432.1688,1.832
26-Feb-82,4.343,,11.0772,2334.6227,431.1489,1.8225
01-Mar-82,4.3426,,11.0784,2333.0682,432.8248,1.8215
02-Mar-82,4.3179,,11.0189,2320.7484,431.8855,1.8177
03-Mar-82,4.3209,,11.0392,2323.4322,430.7277,1.8228
04-Mar-82,4.323,,11.0601,2332.038,432.4273,1.8269
05-Mar-82,4.3122,,11.0338,2327.0813,432.0843,1.8385
08-Mar-82,4.2691,,10.9393,2304.6939,427.021,1.8255
09-Mar-82,4.2851,,10.9711,2308.8402,430.211,1.8105
10-Mar-82,4.2683,,10.9324,2306.2361,429.6329,1.8086
11-Mar-82,4.2888,,10.9986,2314.0053,433.1369,1.811
12-Mar-82,4.2744,,10.967,2313.8989,431.3043,1.7986
15-Mar-82,4.2783,,10.9918,2311.5696,433.4892,1.8038
16-Mar-82,4.2957,,11.0566,2324.2333,436.702,1.8053
17-Mar-82,4.2882,,11.0928,2328.6352,435.6976,1.809
18-Mar-82,4.2998,,11.2214,2361.9196,437.9053,1.8099
19-Mar-82,4.2951,,11.1943,2360.1269,438.76,1.803
22-Mar-82,4.3055,,11.2515,2363.577,441.587,1.8035
23-Mar-82,4.2982,,11.2686,2355.6323,441.0949,1.8037
24-Mar-82,4.3142,,11.3076,2362.5703,439.2847,1.8085
25-Mar-82,4.3107,,11.2386,2365.2406,441.1979,1.8025
26-Mar-82,4.284,,11.1929,2355.7127,441.8715,1.787
29-Mar-82,4.3022,,11.1646,2354.393,439.8536,1.781
30-Mar-82,4.2999,,11.1177,2355.4416,438.506,1.7824
31-Mar-82,4.3013,,11.1483,2357.5228,441.5808,1.7833
01-Apr-82,4.29,,11.1574,2361.3884,439.8454,1.7869
02-Apr-82,4.2914,,11.1767,2359.317,441.5261,1.7877
05-Apr-82,4.2621,,11.0872,2339.903,439.5463,1.7683
06-Apr-82,4.2223,,10.9689,2322.4446,433.0874,1.749
07-Apr-82,4.2526,,11.0846,2335.7568,433.7494,1.7645
08-Apr-82,4.2565,,11.0911,2337.7762,436.0347,1.757
13-Apr-82,4.2573,,11.0805,2341.9691,434.8439,1.763
14-Apr-82,4.2653,,11.0897,2345.9527,436.1915,1.7656
15-Apr-82,4.256,,11.0684,2340.5203,435.9257,1.7555
16-Apr-82,4.2714,,11.1012,2353.6022,436.9071,1.7635
19-Apr-82,4.253,,11.0553,2340.7275,432.9976,1.7618
20-Apr-82,4.2423,,11.067,2337.2774,429.7332,1.771
21-Apr-82,4.2436,,11.0777,2339.2171,429.7986,1.772
22-Apr-82,4.2606,,11.116,2347.6054,431.4081,1.776
23-Apr-82,4.2278,,11.0491,2345.368,427.3171,1.7731
26-Apr-82,4.2113,,10.9849,2327.9008,423.2402,1.7772
27-Apr-82,4.208,,10.989,2326.2262,423.2487,1.775
28-Apr-82,4.1999,,10.9422,2323.3925,422.4512,1.784
29-Apr-82,4.1896,,10.9673,2332.4468,424.1986,1.7935
30-Apr-82,4.1829,,10.9144,2329.8106,424.2717,1.797
04-May-82,4.2219,,10.9859,2338.4552,427.3803,1.802
05-May-82,4.1796,,10.9085,2323.3589,421.7485,1.8035
06-May-82,4.2,,10.9491,2334.2981,424.3483,1.8203
07-May-82,4.1822,,10.8965,2328.2351,424.7476,1.8275
10-May-82,4.2043,,10.9471,2334.8907,429.0748,1.8364
11-May-82,4.1806,,10.9173,2321.1441,426.6728,1.832
12-May-82,4.1923,,10.9372,2326.4378,428.775,1.8385
13-May-82,4.1946,,10.9555,2330.0184,429.9012,1.8289
14-May-82,4.2071,,10.9828,2340.0902,429.9642,1.8225
17-May-82,4.1893,,10.9134,2325.3097,430.6129,1.8227
18-May-82,4.1916,,10.8917,2327.0875,427.9815,1.8085
19-May-82,4.1671,,10.8764,2314.6695,428.7084,1.7985
20-May-82,4.127,,10.7377,2292.0418,423.6743,1.7785
21-May-82,4.1309,,10.767,2296.0627,425.8707,1.7945
24-May-82,4.1563,,10.7818,2304.0043,430.5865,1.806
25-May-82,4.1738,,10.8087,2307.3222,433.8857,1.8056
26-May-82,4.1717,,10.8352,2307.5312,432.7803,1.801
27-May-82,4.2024,,10.9451,2325.9716,434.7148,1.7982
28-May-82,4.1965,,10.9499,2330.0034,435.699,1.793
01-Jun-82,4.2424,,11.0352,2344.2527,435.4187,1.7878
02-Jun-82,4.2453,,11.0766,2353.2436,437.8481,1.7875
03-Jun-82,4.2385,,11.0797,2354.9294,436.241,1.7956
04-Jun-82,4.2334,,11.0378,2349.1784,437.7788,1.7955
07-Jun-82,4.2629,,11.1091,2358.3251,438.9438,1.79
08-Jun-82,4.2777,,11.1126,2363.8231,440.0115,1.782
09-Jun-82,4.2719,,11.1793,2361.0589,441.2223,1.7759
10-Jun-82,4.2492,,11.1012,2354.4839,438.7588,1.7635
11-Jun-82,4.2383,,11.1186,2349.8471,438.8071,1.7726
14-Jun-82,4.2713,,11.8414,2398.6352,442.2561,1.765
15-Jun-82,4.2531,,11.7976,2394.7592,443.4576,1.7615
16-Jun-82,4.2701,,11.8423,2399.4667,443.9027,1.7565
17-Jun-82,4.2604,,11.8255,2395.9375,443.292,1.7425
18-Jun-82,4.2696,,11.8373,2401.3799,442.6506,1.7395
21-Jun-82,4.2747,,11.8517,2406.4089,443.7594,1.722
22-Jun-82,4.2778,,11.8772,2414.5822,443.5534,1.7425
23-Jun-82,4.285,,11.8893,2418.738,442.7338,1.732
24-Jun-82,4.2811,,11.8815,2415.1154,441.8658,1.741
25-Jun-82,4.293,,11.8959,2418.2881,444.6958,1.7255
28-Jun-82,4.2792,,11.8795,2407.5597,444.3879,1.7203
29-Jun-82,4.2701,,11.8708,2405.7345,442.4061,1.7295
30-Jun-82,4.2747,,11.8446,2401.8538,443.3669,1.743
01-Jul-82,4.2772,,11.8666,2403.6348,442.9903,1.7347
02-Jul-82,4.2809,,11.8771,2401.7643,443.6893,1.7335
05-Jul-82,4.2876,,11.8902,2406.614,445.2972,1.732
06-Jul-82,4.2875,,11.8844,2405.9439,443.9288,1.725
07-Jul-82,4.3003,,11.9359,2409.4119,443.1849,1.7085
08-Jul-82,4.3033,,11.9689,2406.0997,441.737,1.7107
09-Jul-82,4.2956,,12.0129,2408.7978,440.8652,1.7255
12-Jul-82,4.2777,,11.8941,2395.3232,439.8084,1.737
13-Jul-82,4.3033,,11.9396,2403.2879,443.1925,1.7265
14-Jul-82,4.3053,,11.9576,2409.6153,442.2424,1.723
15-Jul-82,4.2889,,11.9228,2398.5232,439.6614,1.7183
16-Jul-82,4.2709,,11.8925,2393.8822,438.1754,1.7182
19-Jul-82,4.2931,,11.9433,2400.8459,441.3908,1.7405
20-Jul-82,4.2717,,11.8892,2391.5327,441.1643,1.734
21-Jul-82,4.2633,,11.8571,2391.6594,442.0338,1.7451
22-Jul-82,4.2517,,11.8332,2386.6365,439.5655,1.745
23-Jul-82,4.2302,,11.7744,2376.2641,439.6832,1.76
26-Jul-82,4.2426,,11.8126,2380.2268,442.0484,1.7615
27-Jul-82,4.2616,,11.8744,2384.471,442.5595,1.7541
28-Jul-82,4.2608,,11.861,2388.6584,443.8691,1.7491
29-Jul-82,4.2639,,11.8816,2397.2443,444.3723,1.7425
30-Jul-82,4.2799,,11.905,2396.6687,447.1345,1.7405
02-Aug-82,4.2697,,11.8768,2389.3796,450.0064,1.7495
03-Aug-82,4.2652,,11.879,2385.6296,451.1554,1.7524
04-Aug-82,4.281,,11.9053,2395.9235,450.32,1.7332
05-Aug-82,4.2681,,11.8584,2381.8499,445.5519,1.7165
06-Aug-82,4.277,,11.8906,2390.9655,445.5034,1.7115
09-Aug-82,4.2703,,11.8782,2386.3954,444.5776,1.6935
10-Aug-82,4.2695,,11.8836,2382.3933,448.2309,1.7095
11-Aug-82,4.2739,,11.8931,2385.4144,446.1429,1.6972
12-Aug-82,4.2768,,11.9043,2386.3075,446.6545,1.6985
13-Aug-82,4.2788,,11.9225,2387.0549,446.775,1.702
16-Aug-82,4.2864,,11.9146,2395.896,448.9047,1.7033
17-Aug-82,4.2727,,11.8881,2389.5574,449.9495,1.705
18-Aug-82,4.2785,,11.956,2403.3221,447.0733,1.7315
19-Aug-82,4.2765,,11.9694,2405.9361,443.9146,1.7216
20-Aug-82,4.2705,,11.9373,2408.3379,444.9119,1.7395
23-Aug-82,4.2824,,11.9724,2414.1416,444.5481,1.7408
24-Aug-82,4.2731,,11.9788,2412.2781,444.1683,1.7563
25-Aug-82,4.282,,12.0452,2424.9819,443.7088,1.772
26-Aug-82,4.2848,,12.0636,2434.1596,444.4453,1.7695
27-Aug-82,4.2874,,12.0385,2418.6002,445.8228,1.74
31-Aug-82,4.2847,,12.0254,2412.8067,446.7041,1.7173
01-Sep-82,4.2951,,12.067,2418.1662,446.4203,1.7225
02-Sep-82,4.2898,,12.0539,2422.0599,445.3745,1.735
03-Sep-82,4.2822,,12.0836,2414.5631,445.2718,1.7346
06-Sep-82,4.2811,,12.0492,2410.7227,444.9902,1.7241
07-Sep-82,4.3063,,12.1695,2429.0096,448.273,1.7431
08-Sep-82,4.2919,,12.1311,2415.0378,448.0157,1.7195
09-Sep-82,4.2832,,12.1099,2418.0998,446.274,1.7226
10-Sep-82,4.2922,,12.1444,2414.2976,449.3371,1.7147
13-Sep-82,4.3004,,12.1592,2417.2664,450.4848,1.7038
14-Sep-82,4.2861,,12.1295,2412.8821,449.4946,1.7093
15-Sep-82,4.2857,,12.112,2413.0891,449.1537,1.714
16-Sep-82,4.2936,,12.1182,2414.2784,449.9434,1.7053
17-Sep-82,4.2755,,12.0808,2412.5322,449.7413,1.7133
20-Sep-82,4.2764,,12.0943,2411.0496,452.0686,1.7155
21-Sep-82,4.2826,,12.0982,2411.5232,452.973,1.7103
22-Sep-82,4.2806,,12.0935,2413.8113,450.6559,1.716
23-Sep-82,4.2897,,12.1274,2416.4926,452.2654,1.7117
24-Sep-82,4.293,,12.114,2416.1872,455.941,1.7056
27-Sep-82,4.3065,,12.1672,2421.6044,456.396,1.7017
28-Sep-82,4.3044,,12.1644,2421.4594,457.3642,1.6957
29-Sep-82,4.2835,,12.1049,2411.9184,455.5356,1.6971
30-Sep-82,4.2817,,12.09,2411.1346,454.1796,1.6947
01-Oct-82,4.2794,,12.1057,2411.5535,455.8636,1.6975
04-Oct-82,4.2926,,12.1252,2413.6683,459.5154,1.6837
05-Oct-82,4.3006,,12.1377,2420.1999,461.492,1.6852
06-Oct-82,4.3061,,12.1777,2425.9909,463.7102,1.6933
07-Oct-82,4.3,,12.1656,2433.2804,460.6648,1.701
08-Oct-82,4.2991,,12.173,2448.3061,455.2341,1.7145
11-Oct-82,4.2945,,12.152,2443.7181,453.2814,1.7173
12-Oct-82,4.2957,,12.1569,2446.5224,452.8423,1.7261
13-Oct-82,4.2946,,12.1507,2444.3906,455.6815,1.7147
14-Oct-82,4.2972,,12.1561,2446.2189,456.9997,1.7102
15-Oct-82,4.2865,,12.1353,2444.4974,459.1485,1.702
18-Oct-82,4.293,,12.1368,2453.6968,458.388,1.709
19-Oct-82,4.2947,,12.1201,2454.4147,458.4101,1.7073
20-Oct-82,4.2872,,12.0878,2446.2166,459.026,1.6957
21-Oct-82,4.2881,,12.1251,2447.9623,462.8508,1.6953
22-Oct-82,4.2935,,12.1369,2451.7335,464.2361,1.6977
25-Oct-82,4.2919,,12.0962,2446.1246,464.6662,1.6798
26-Oct-82,4.2934,,12.1073,2449.2053,465.1382,1.6862
27-Oct-82,4.2858,,12.0924,2444.4295,465.2117,1.685
28-Oct-82,4.2929,,12.1146,2450.1463,464.979,1.6756
29-Oct-82,4.291,,12.1421,2462.7784,464.5581,1.6765
01-Nov-82,4.2906,,12.1134,2452.5433,465.4211,1.6781
02-Nov-82,4.2908,,12.0917,2455.5916,464.119,1.6822
03-Nov-82,4.2902,,12.0917,2456.3742,464.1357,1.6794
04-Nov-82,4.2923,,12.11,2462.4872,462.5687,1.6692
05-Nov-82,4.2845,,12.0853,2454.91,458.3275,1.6635
08-Nov-82,4.2877,,12.0923,2456.6187,456.6144,1.6544
09-Nov-82,4.2863,,12.1103,2460.9715,451.2259,1.6577
10-Nov-82,4.2849,,12.1026,2459.9248,444.3821,1.6656
11-Nov-82,4.2894,,12.1058,2463.3841,443.4257,1.6555
12-Nov-82,4.2783,,12.0723,2458.6366,442.5216,1.6512
15-Nov-82,4.2301,,11.9466,2428.3439,437.5916,1.6325
16-Nov-82,4.1836,,11.8214,2407.7626,429.2438,1.625
17-Nov-82,4.1046,,11.6036,2362.6583,420.6114,1.6005
18-Nov-82,4.1116,,11.6158,2367.7132,421.5675,1.6017
19-Nov-82,4.1225,,11.6662,2378.8021,417.7088,1.6211
22-Nov-82,4.0491,,11.4497,2329.5512,406.7091,1.594
23-Nov-82,4.0669,,11.5043,2342.8434,410.7246,1.5935
24-Nov-82,4.0425,,11.424,2331.8874,402.7333,1.5991
25-Nov-82,3.9923,,11.2935,2305.4476,395.1743,1.5845
26-Nov-82,4.0268,,11.3906,2330.8214,399.8089,1.597
29-Nov-82,4.0014,,11.3052,2314.7268,401.1806,1.6062
30-Nov-82,4.007,,11.3284,2311.8975,406.9923,1.6146
01-Dec-82,4.0062,,11.3315,2313.2537,404.6482,1.6302
02-Dec-82,4.0101,,11.3504,2326.5584,404.9566,1.6321
03-Dec-82,3.9877,,11.3083,2313.0388,404.7838,1.639
06-Dec-82,3.9389,,11.1494,2277.5721,398.3228,1.628
07-Dec-82,3.9297,,11.1321,2269.778,394.5613,1.6284
08-Dec-82,3.9714,,11.2511,2286.7972,395.0292,1.6253
09-Dec-82,3.9573,,11.2127,2280.011,395.4866,1.6116
10-Dec-82,3.966,,11.254,2302.5149,395.3378,1.6158
13-Dec-82,3.9631,,11.2355,2287.3753,395.5093,1.6045
14-Dec-82,3.9526,,11.2036,2280.1863,395.2148,1.6196
15-Dec-82,3.9507,,11.2061,2279.0485,394.9437,1.6132
16-Dec-82,3.9228,,11.1241,2277.5052,394.5514,1.621
17-Dec-82,3.8997,,11.0643,2265.0127,393.6586,1.617
20-Dec-82,3.9027,,11.0324,2250.8918,394.4228,1.6147
21-Dec-82,3.8675,,10.9419,2235.8445,389.724,1.6091
22-Dec-82,3.8728,,10.9703,2233.5389,387.5174,1.6115
23-Dec-82,3.832,,10.8767,2212.0561,380.3268,1.596
24-Dec-82,3.8403,,10.9288,2220.295,382.3886,1.606
29-Dec-82,3.8524,,10.9111,2218.1251,378.4138,1.625
30-Dec-82,3.8542,,10.912,2218.085,379.3858,1.622
31-Dec-82,3.8505,,10.91,2216.7838,380.9213,1.6175
04-Jan-83,3.8339,,10.8643,2210.5363,371.4058,1.6242
05-Jan-83,3.8123,,10.8155,2198.0047,371.6813,1.622
06-Jan-83,3.779,,10.7173,2179.6985,370.461,1.61
07-Jan-83,3.7489,,10.6418,2171.6908,368.1525,1.6045
10-Jan-83,3.7156,,10.5281,2140.3962,361.9066,1.5936
11-Jan-83,3.6794,,10.4265,2112.9901,358.9575,1.5675
12-Jan-83,3.7244,,10.5562,2132.959,363.124,1.5788
13-Jan-83,3.7102,,10.5197,2131.8175,362.8198,1.5825
14-Jan-83,3.7268,,10.5557,2141.5774,364.7004,1.5805
17-Jan-83,3.7448,,10.6134,2151.3421,364.3358,1.5905
18-Jan-83,3.7698,,10.6772,2164.8376,365.6363,1.575
19-Jan-83,3.7943,,10.7574,2179.3006,368.8543,1.5718
20-Jan-83,3.8048,,10.7861,2184.0481,369.9702,1.569
21-Jan-83,3.8329,,10.863,2198.3242,370.6697,1.5715
24-Jan-83,3.7993,,10.7651,2177.6639,369.792,1.536
25-Jan-83,3.7338,,10.5844,2146.6129,363.8301,1.541
26-Jan-83,3.7422,,10.6047,2153.424,363.1583,1.547
27-Jan-83,3.7466,,10.614,2157.8139,363.5063,1.538
28-Jan-83,3.7341,,10.5938,2154.874,362.8088,1.537
31-Jan-83,3.7467,,10.6191,2149.6698,364.6774,1.5254
01-Feb-83,3.7535,,10.6381,2155.5314,364.2436,1.5255
02-Feb-83,3.779,,10.7102,2169.0863,367.1568,1.5195
03-Feb-83,3.7523,,10.6417,2156.3977,363.9753,1.521
04-Feb-83,3.7616,,10.6605,2162.0116,364.8513,1.518
07-Feb-83,3.7616,,10.6648,2164.4326,358.7168,1.526
08-Feb-83,3.7528,,10.641,2159.9187,364.0148,1.5395
09-Feb-83,3.74,,10.6131,2155.0122,364.8249,1.5426
10-Feb-83,3.7201,,10.5515,2143.0108,363.7331,1.5434
11-Feb-83,3.7152,,10.5332,2139.9694,362.6852,1.5465
14-Feb-83,3.7103,,10.5145,2137.5094,361.2664,1.5375
15-Feb-83,3.7094,,10.5191,2135.5498,359.9794,1.5475
16-Feb-83,3.702,,10.491,2132.6235,360.4892,1.5465
17-Feb-83,3.7047,,10.5056,2140.0433,360.5405,1.5446
18-Feb-83,3.7059,,10.5027,2137.7475,361.0555,1.5435
21-Feb-83,3.6787,,10.4255,2122.9812,357.6906,1.537
22-Feb-83,3.6588,,10.375,2111.492,355.4636,1.5207
23-Feb-83,3.6859,,10.4563,2125.8286,356.7159,1.5228
24-Feb-83,3.6777,,10.435,2128.2994,357.7042,1.5295
25-Feb-83,3.6904,,10.471,2133.1306,359.409,1.5294
28-Feb-83,3.688,,10.4577,2125.8677,360.2647,1.5155
01-Mar-83,3.6829,,10.4423,2129.2494,359.8126,1.5077
02-Mar-83,3.6584,,10.3774,2115.7836,357.3139,1.5067
03-Mar-83,3.663,,10.3865,2121.6166,357.2875,1.5122
04-Mar-83,3.6396,,10.3204,2123.8308,356.8762,1.5127
07-Mar-83,3.6239,,10.3258,2141.8443,356.8475,1.5185
08-Mar-83,3.6196,,10.3096,2142.0925,358.9652,1.5056
09-Mar-83,3.6124,,10.3109,2145.0658,356.7592,1.5036
10-Mar-83,3.6123,,10.4183,2154.6859,358.0617,1.511
11-Mar-83,3.591,,10.41,2154.7499,356.88,1.5
14-Mar-83,3.5865,,10.1053,2118.9421,357.9009,1.506
15-Mar-83,3.606,,10.1623,2137.7168,357.9067,1.5145
16-Mar-83,3.5906,,10.2853,2135.419,357.5358,1.507
17-Mar-83,3.5826,,10.3664,2146.3349,358.8521,1.5062
18-Mar-83,3.5632,,10.3411,2145.6489,357.6578,1.489
21-Mar-83,3.5622,,10.6757,2130.7201,354.8551,1.472
22-Mar-83,3.5422,,10.6179,2114.6104,351.6807,1.4695
23-Mar-83,3.5423,,10.6244,2110.5505,349.1324,1.4616
24-Mar-83,3.531,,10.5883,2108.7361,345.8181,1.4644
25-Mar-83,3.528,,10.5776,2107.8386,345.8361,1.462
28-Mar-83,3.5361,,10.604,2107.0227,348.7237,1.4535
29-Mar-83,3.5369,,10.6026,2108.3682,348.885,1.4549
30-Mar-83,3.5437,,10.6257,2113.9699,350.1395,1.4641
31-Mar-83,3.5944,,10.7735,2140.9861,353.9839,1.4816
05-Apr-83,3.6316,,10.8958,2161.0019,357.2654,1.5008
06-Apr-83,3.6558,,10.9569,2176.7789,359.3678,1.516
07-Apr-83,3.641,,10.9148,2169.4152,358.6937,1.5068
08-Apr-83,3.6473,,10.9405,2172.1306,359.7363,1.5036
11-Apr-83,3.6866,,11.058,2197.8037,362.8834,1.5244
12-Apr-83,3.7136,,11.1341,2212.2084,364.2883,1.5332
13-Apr-83,3.7569,,11.2654,2234.2641,367.5426,1.543
14-Apr-83,3.7447,,11.224,2226.4307,366.0394,1.5327
15-Apr-83,3.7641,,11.2889,2240.8219,366.9871,1.543
18-Apr-83,3.8195,,11.4545,2271.1688,369.8612,1.556
19-Apr-83,3.8172,,11.4483,2271.3711,370.2658,1.556
20-Apr-83,3.8134,,11.4363,2271.4396,368.0988,1.551
21-Apr-83,3.7875,,11.356,2257.08,364.8481,1.5442
22-Apr-83,3.7859,,11.3514,2256.5106,366.1566,1.5481
25-Apr-83,3.8196,,11.4517,2273.049,369.2158,1.566
26-Apr-83,3.8549,,11.5599,2291.7745,373.7817,1.5717
27-Apr-83,3.8384,,11.5084,2283.1322,370.7088,1.5647
28-Apr-83,3.847,,11.5361,2285.1468,370.9687,1.5602
29-Apr-83,3.8413,,11.5213,2282.7848,370.9281,1.562
03-May-83,3.8739,,11.6735,2307.6775,374.4985,1.5775
04-May-83,3.8681,,11.6777,2309.3348,373.9519,1.5832
05-May-83,3.8609,,11.6424,2301.6109,371.5414,1.5817
06-May-83,3.8547,,11.6127,2299.0117,370.9622,1.5791
09-May-83,3.8317,,11.5537,2283.2882,366.6978,1.573
10-May-83,3.8275,,11.5346,2278.1937,364.918,1.5655
11-May-83,3.8246,,11.5039,2280.1494,362.3919,1.569
12-May-83,3.83,,11.5185,2283.4541,363.5978,1.5696
13-May-83,3.8325,,11.5337,2283.5733,363.806,1.5657
16-May-83,3.8368,,11.5486,2283.5422,363.419,1.5582
17-May-83,3.8299,,11.5186,2277.7842,363.3018,1.5539
18-May-83,3.8339,,11.537,2281.7439,362.3648,1.5599
19-May-83,3.8462,,11.5655,2289.3695,363.6529,1.5566
20-May-83,3.8579,,11.5791,2291.6155,364.2137,1.558
23-May-83,3.8747,,11.6176,2299.0276,367.2506,1.5545
24-May-83,3.9155,,11.7525,2323.8557,371.6598,1.5715
25-May-83,3.9425,,11.8381,2340.4357,374.2097,1.5855
26-May-83,3.9797,,11.9378,2362.7378,377.5142,1.5972
27-May-83,4.0069,,12.0261,2379.0653,379.3574,1.5979
31-May-83,4.0525,,12.1561,2404.3318,383.7937,1.6061
01-Jun-83,4.0496,,12.1646,2397.6422,381.7096,1.589
02-Jun-83,4.019,,12.0895,2383.5855,376.8171,1.5826
03-Jun-83,3.9703,,11.9368,2353.1896,373.1379,1.5619
06-Jun-83,4.0431,,12.1582,2393.989,378.7884,1.5752
07-Jun-83,4.0336,,12.125,2388.6318,377.4872,1.5709
08-Jun-83,4.0379,,12.1484,2390.7709,379.0018,1.5721
09-Jun-83,4.0506,,12.1962,2401.4112,383.6401,1.583
10-Jun-83,4.0231,,12.1141,2384.6408,381.4165,1.5748
13-Jun-83,3.9503,,11.893,2343.5409,375.3855,1.5515
14-Jun-83,3.9195,,11.7912,2321.4093,371.2726,1.5285
15-Jun-83,3.9054,,11.7488,2313.3629,369.4512,1.5195
16-Jun-83,3.9079,,11.7412,2318.0684,368.1243,1.5292
17-Jun-83,3.8923,,11.7029,2305.4118,364.9759,1.5255
20-Jun-83,3.9105,,11.7634,2315.6631,367.5389,1.5295
21-Jun-83,3.9035,,11.7458,2314.167,366.7895,1.5318
22-Jun-83,3.8613,,11.6191,2288.9945,363.5597,1.5311
23-Jun-83,3.8934,,11.7085,2310.3231,366.3375,1.5415
24-Jun-83,3.9095,,11.761,2318.3048,368.5609,1.5476
27-Jun-83,3.8975,,11.7097,2309.001,367.8201,1.5441
28-Jun-83,3.8911,,11.693,2311.8299,366.2055,1.53
29-Jun-83,3.8813,,11.6533,2301.9527,365.1057,1.527
30-Jun-83,3.8956,,11.6993,2309.573,367.1531,1.5346
01-Jul-83,3.8907,,11.693,2305.4134,366.4446,1.5326
04-Jul-83,3.9107,,11.74,2316.0391,367.2525,1.5299
05-Jul-83,3.9258,,11.7843,2325.0747,367.624,1.5289
06-Jul-83,3.9529,,11.8734,2340.1918,368.765,1.5396
07-Jul-83,3.9619,,11.9007,2345.6581,370.4514,1.5413
08-Jul-83,3.9632,,11.9065,2346.1132,370.678,1.54
11-Jul-83,3.9634,,11.915,2344.6381,369.8167,1.5347
12-Jul-83,3.9598,,11.9181,2341.6644,368.8179,1.531
13-Jul-83,3.9593,,11.9121,2341.0488,366.938,1.5321
14-Jul-83,3.9397,,11.8483,2331.2599,367.401,1.5302
15-Jul-83,3.9444,,11.8545,2331.6188,365.7798,1.5165
18-Jul-83,3.9526,,11.8655,2334.2876,366.121,1.5217
19-Jul-83,3.9458,,11.8663,2332.9819,366.1541,1.5207
20-Jul-83,3.9344,,11.8229,2327.6003,365.5169,1.5284
21-Jul-83,3.9363,,11.8426,2329.2863,365.3896,1.5264
22-Jul-83,3.9404,,11.8473,2330.9265,364.996,1.5205
25-Jul-83,3.9641,,11.918,2343.5085,366.046,1.5188
26-Jul-83,3.9831,,11.9795,2354.4719,367.1755,1.5264
27-Jul-83,4.0008,,12.0314,2369.3597,367.1473,1.5266
28-Jul-83,4.0084,,12.048,2374.5835,367.4004,1.5267
29-Jul-83,4.0202,,12.0974,2379.9626,367.3528,1.5205
01-Aug-83,4.0474,,12.1693,2394.0937,368.4047,1.5119
02-Aug-83,4.014,,12.0726,2376.5797,366.5688,1.5087
03-Aug-83,4.0042,,12.0466,2369.5263,365.928,1.5047
04-Aug-83,3.9583,,11.9114,2347.7237,362.1734,1.4892
05-Aug-83,3.9848,,11.9948,2363.3239,362.3961,1.4845
08-Aug-83,4.0079,,12.0584,2373.0815,363.1078,1.4848
09-Aug-83,4.008,,12.0596,2375.1118,363.6373,1.4905
10-Aug-83,4.0332,,12.1321,2386.1168,364.1328,1.4816
11-Aug-83,4.0495,,12.1775,2398.5417,364.1053,1.4783
12-Aug-83,4.0464,,12.1735,2398.6578,366.9932,1.4834
15-Aug-83,4.0393,,12.1462,2390.3196,367.1632,1.4886
16-Aug-83,4.016,,12.078,2384.4093,365.8323,1.5027
17-Aug-83,3.9988,,12.035,2379.7022,368.3609,1.5167
18-Aug-83,4.0163,,12.0787,2387.5707,370.1229,1.5222
19-Aug-83,4.0341,,12.1274,2400.8117,370.6474,1.5183
22-Aug-83,4.0241,,12.1067,2403.0259,371.2171,1.5267
23-Aug-83,4.0151,,12.0919,2396.5311,370.8663,1.5284
24-Aug-83,4.016,,12.0988,2399.9592,370.1924,1.5233
25-Aug-83,3.9751,,11.9713,2372.799,366.0761,1.5063
26-Aug-83,3.997,,12.0214,2382.5872,368.418,1.4966
30-Aug-83,4.0265,,12.1183,2403.324,368.6892,1.496
31-Aug-83,4.0275,,12.1168,2402.4556,368.0977,1.4936
01-Sep-83,4.0458,,12.1657,2411.4299,369.705,1.5
02-Sep-83,4.0288,,12.1235,2404.6592,368.859,1.4959
05-Sep-83,4.031,,12.1277,2402.9354,369.3185,1.5016
06-Sep-83,4.0133,,12.0781,2394.6942,368.3741,1.5002
07-Sep-83,3.9993,,12.0369,2386.204,365.679,1.4865
08-Sep-83,3.9999,,12.0457,2388.692,365.6146,1.492
09-Sep-83,3.9902,,12.0161,2382.6563,365.4229,1.495
12-Sep-83,3.9951,,12.0379,2386.2448,365.6355,1.5022
13-Sep-83,4.0004,,11.9621,2389.4399,364.2402,1.4934
14-Sep-83,4.0009,,12.0807,2394.7185,365.1235,1.4903
15-Sep-83,4.0026,,12.0959,2396.6942,365.4595,1.4935
16-Sep-83,4.0038,,12.0974,2396.2687,365.0473,1.4972
19-Sep-83,4.0094,,12.1173,2403.0789,364.331,1.5055
20-Sep-83,4.0159,,12.1422,2411.8995,365.1422,1.5106
