DATE,Spot exchange rate - Deutschemark into Sterling,Spot exchange rate - Euro into Sterling,Spot exchange rate - French Franc into Sterling,Spot exchange rate - Italian Lire into Sterling,Spot exchange rate - Japanese Yen into Sterling,Spot exchange rate - US $ into Sterling
02-Jan-75,5.6529,,10.4092,1521.1381,702.522,2.3359
03-Jan-75,5.6182,,10.3736,1518.7491,703.9419,2.3414
06-Jan-75,5.5902,,10.3597,1511.0316,707.5391,2.3518
07-Jan-75,5.5865,,10.3422,1517.6908,708.0909,2.3552
08-Jan-75,5.6247,,10.3303,1516.5439,706.194,2.3485
09-Jan-75,5.5991,,10.3606,1522.1882,706.6891,2.3496
10-Jan-75,5.6011,,10.3357,1522.9437,707.6489,2.3524
13-Jan-75,5.6089,,10.3364,1526.5691,708.1303,2.354
14-Jan-75,5.6312,,10.3832,1527.7145,706.1822,2.3469
15-Jan-75,5.6123,,10.3525,1529.1303,707.02,2.3507
16-Jan-75,5.6077,,10.3436,1527.3038,707.8151,2.3535
17-Jan-75,5.6119,,10.317,1524.3619,708.0975,2.3535
20-Jan-75,5.5814,,10.2834,1524.526,709.0106,2.3563
21-Jan-75,5.5736,,10.3699,1524.3394,710.7518,2.3635
22-Jan-75,5.5849,,10.2908,1532.2552,717.3474,2.3906
23-Jan-75,5.5418,,10.2352,1523.0067,712.5619,2.381
24-Jan-75,5.5386,,10.2447,1517.1451,703.044,2.3832
27-Jan-75,5.5086,,10.2295,1523.7319,709.0836,2.3992
28-Jan-75,5.5093,,10.2187,1513.2529,708.4959,2.3827
29-Jan-75,5.5434,,10.2478,1522.6939,704.7678,2.3708
30-Jan-75,5.5499,,10.2641,1518.8854,707.4118,2.3753
31-Jan-75,5.5668,,10.2914,1522.8876,709.1809,2.381
03-Feb-75,5.5912,,10.2943,1519.8081,706.3546,2.3747
04-Feb-75,5.6444,,10.3231,1530.4387,703.6701,2.3691
05-Feb-75,5.638,,10.3288,1529.76,704.2038,2.3697
06-Feb-75,5.6039,,10.3245,1528.1888,701.8752,2.368
07-Feb-75,5.5993,,10.3221,1530.3785,700.924,2.3736
10-Feb-75,5.5897,,10.36,1533.161,697.0909,2.3855
11-Feb-75,5.5974,,10.2949,1529.3362,694.5571,2.3827
12-Feb-75,5.5841,,10.3229,1532.9571,698.5144,2.3889
13-Feb-75,5.551,,10.2476,1527.8716,704.3625,2.3901
14-Feb-75,5.5581,,10.2437,1523.6968,700.4937,2.3906
17-Feb-75,5.546,,10.2206,1523.2004,700.9761,2.3929
18-Feb-75,5.5486,,10.243,1525.9759,701.8221,2.3935
19-Feb-75,5.5826,,10.2558,1527.4474,699.1111,2.3975
20-Feb-75,5.5343,,10.2223,1529.4371,699.2193,2.401
21-Feb-75,5.5483,,10.2067,1523.9126,695.3415,2.4027
24-Feb-75,5.5524,,10.1835,1532.7157,691.866,2.4225
25-Feb-75,5.5811,,10.1889,1528.8621,691.7518,2.4166
26-Feb-75,5.5429,,10.1526,1526.2764,692.1091,2.4242
27-Feb-75,5.5487,,10.0661,1523.0805,693.9867,2.4278
28-Feb-75,5.5301,,10.1107,1524.1973,695.5441,2.429
03-Mar-75,5.5393,,10.1046,1524.3261,693.9922,2.4325
04-Mar-75,5.575,,10.1347,1529.0059,691.1928,2.4295
05-Mar-75,5.5749,,10.1303,1533.4743,693.7262,2.4337
06-Mar-75,5.5973,,10.1603,1531.335,693.6711,2.4278
07-Mar-75,5.6104,,10.1734,1532.6285,689.2614,2.4079
10-Mar-75,5.5889,,10.1782,1530.1024,688.534,2.4062
11-Mar-75,5.5801,,10.1446,1533.4259,692.9055,2.4219
12-Mar-75,5.6109,,10.1867,1528.6695,692.7397,2.4102
13-Mar-75,5.6105,,10.1842,1529.4945,697.5963,2.4155
14-Mar-75,5.6025,,10.1427,1528.1706,696.2056,2.4178
17-Mar-75,5.6053,,10.1446,1526.3163,692.5596,2.419
18-Mar-75,5.5971,,10.1399,1522.5449,695.8473,2.4254
19-Mar-75,5.5843,,10.1386,1522.1327,700.0377,2.429
20-Mar-75,5.5992,,10.1526,1522.5189,695.9879,2.4242
21-Mar-75,5.6165,,10.1638,1522.911,695.3462,2.4207
24-Mar-75,5.6314,,10.1728,1521.2648,695.791,2.4172
25-Mar-75,5.631,,10.154,1523.4557,700.3017,2.4155
26-Mar-75,5.6428,,10.1747,1522.2874,700.397,2.4125
27-Mar-75,5.6336,,10.1514,1521.5099,701.8287,2.4027
01-Apr-75,5.6302,,10.1204,1520.4686,700.3859,2.4079
02-Apr-75,5.641,,10.1096,1516.014,701.6621,2.4079
03-Apr-75,5.6521,,10.114,1518.0071,701.6534,2.4021
04-Apr-75,5.6884,,10.1259,1515.9991,698.5812,2.3906
07-Apr-75,5.6489,,10.0773,1508.6741,694.2352,2.3798
08-Apr-75,5.628,,10.0409,1507.8468,694.8027,2.3815
09-Apr-75,5.6344,,10.0206,1504.7426,693.6204,2.3781
10-Apr-75,5.6402,,10.014,1502.2136,689.3051,2.3629
11-Apr-75,5.6415,,10.0128,1501.9828,688.1821,2.3657
14-Apr-75,5.6474,,9.9398,1501.1639,686.1117,2.3568
15-Apr-75,5.6486,,9.9329,1503.0474,688.3477,2.3657
16-Apr-75,5.6413,,9.9302,1501.7722,689.1848,2.3663
17-Apr-75,5.6415,,9.9383,1502.2338,690.1445,2.3674
18-Apr-75,5.6577,,9.9678,1506.0348,692.7,2.3747
21-Apr-75,5.6407,,9.9174,1500.1241,691.4037,2.3624
22-Apr-75,5.6053,,9.8574,1492.5538,688.8275,2.354
23-Apr-75,5.6036,,9.847,1497.9665,693.805,2.3702
24-Apr-75,5.597,,9.7952,1489.1437,690.7966,2.3596
25-Apr-75,5.6062,,9.806,1488.3634,691.0175,2.3524
28-Apr-75,5.6065,,9.7696,1489.3953,690.6504,2.3458
29-Apr-75,5.5936,,9.8025,1489.8467,691.3699,2.354
30-Apr-75,5.5964,,9.7335,1486.011,687.136,2.3524
01-May-75,5.5873,,9.7006,1482.8695,686.1017,2.3491
02-May-75,5.5701,,9.6843,1479.7779,679.1867,2.3392
05-May-75,5.5482,,9.6511,1478.2151,680.4003,2.3408
06-May-75,5.5455,,9.6169,1474.9825,680.9879,2.3392
07-May-75,5.524,,9.5479,1472.9942,680.9411,2.3392
08-May-75,5.4964,,9.4786,1467.7407,681.7184,2.3397
09-May-75,5.4618,,9.4513,1457.3177,675.9903,2.3202
12-May-75,5.4159,,9.3834,1449.1089,670.4574,2.302
13-May-75,5.3733,,9.3325,1444.2839,672.2221,2.3079
14-May-75,5.3965,,9.3351,1443.3681,672.3882,2.3057
15-May-75,5.4378,,9.3876,1446.2314,671.1941,2.302
16-May-75,5.4231,,9.3658,1446.0327,671.1388,2.3026
19-May-75,5.4088,,9.3333,1445.1952,672.2058,2.3031
20-May-75,5.4151,,9.3266,1444.2422,672.9277,2.3036
21-May-75,5.409,,9.2884,1446.4375,676.0533,2.3143
22-May-75,5.4238,,9.3109,1452.6264,679.0487,2.3283
23-May-75,5.4275,,9.2825,1452.1729,676.9127,2.3272
27-May-75,5.4263,,9.2351,1451.1627,677.186,2.3267
28-May-75,5.4191,,9.2529,1449.0812,675.703,2.3256
29-May-75,5.4181,,9.28,1444.2753,672.5667,2.3164
30-May-75,5.4315,,9.3514,1447.8005,675.1738,2.317
02-Jun-75,5.4336,,9.3509,1445.995,675.5242,2.3186
03-Jun-75,5.4207,,9.2933,1444.545,675.2662,2.3213
04-Jun-75,5.4318,,9.286,1445.2995,675.2923,2.3186
05-Jun-75,5.4346,,9.2978,1447.954,678.4599,2.3223
06-Jun-75,5.4435,,9.3162,1446.9458,677.3852,2.3218
09-Jun-75,5.4396,,9.2932,1447.9739,676.2464,2.3175
10-Jun-75,5.407,,9.2735,1442.3641,674.1736,2.31
11-Jun-75,5.334,,9.1557,1426.9632,667.5169,2.2868
12-Jun-75,5.3126,,9.1126,1423.5149,666.168,2.2789
13-Jun-75,5.3413,,9.1477,1429.25,669.0491,2.2868
16-Jun-75,5.3121,,9.0806,1422.8608,670.2369,2.2784
17-Jun-75,5.2912,,9.0425,1418.6766,666.2896,2.2717
18-Jun-75,5.3109,,9.0655,1422.1139,668.4345,2.2732
19-Jun-75,5.3182,,9.0723,1423.4778,668.4345,2.2732
20-Jun-75,5.3112,,9.0629,1421.6298,667.7662,2.2717
23-Jun-75,5.3214,,9.0807,1423.8152,668.8684,2.2712
24-Jun-75,5.2842,,9.0164,1415.7401,666.2505,2.2558
25-Jun-75,5.2774,,9.0091,1413.7596,669.9011,2.2548
26-Jun-75,5.265,,8.9873,1409.2889,664.3229,2.2457
27-Jun-75,5.2263,,8.9566,1398.4464,658.6669,2.2247
30-Jun-75,5.1432,,8.825,1377.155,645.4247,2.1844
01-Jul-75,5.2215,,8.9756,1396.736,653.7631,2.2109
02-Jul-75,5.2445,,9.0364,1398.6794,649.7255,2.1997
03-Jul-75,5.2399,,9.0267,1399.4472,648.8226,2.1959
04-Jul-75,5.2478,,9.0345,1398.0627,648.8459,2.1939
07-Jul-75,5.249,,9.044,1397.0409,645.3425,2.1839
08-Jul-75,5.2659,,9.0656,1402.9504,649.5853,2.1964
09-Jul-75,5.2854,,9.1004,1409.7096,653.0889,2.2075
10-Jul-75,5.3193,,9.1408,1412.8308,652.0334,2.2017
11-Jul-75,5.3624,,9.1659,1416.0403,651.5612,2.2007
14-Jul-75,5.3543,,9.1425,1416.004,647.7605,2.1906
15-Jul-75,5.359,,9.1291,1413.4625,647.2424,2.1887
16-Jul-75,5.3961,,9.1616,1420.0856,646.1384,2.1829
17-Jul-75,5.4272,,9.2243,1420.8076,646.5002,2.1825
18-Jul-75,5.4314,,9.2573,1421.7767,644.4459,2.1763
21-Jul-75,5.4511,,9.321,1425.1,643.8439,2.1739
22-Jul-75,5.4627,,9.3389,1425.7853,646.0072,2.1801
23-Jul-75,5.5167,,9.4632,1436.133,646.5431,2.1786
24-Jul-75,5.5268,,9.4348,1435.9204,646.7963,2.1796
25-Jul-75,5.5105,,9.4104,1434.1767,646.7963,2.1796
28-Jul-75,5.5444,,9.451,1439.7268,647.5615,2.1758
29-Jul-75,5.554,,9.4689,1443.2635,646.4237,2.1749
30-Jul-75,5.5562,,9.443,1435.1012,643.0491,2.1626
31-Jul-75,5.5255,,9.387,1431.6081,640.1788,2.1515
01-Aug-75,5.5217,,9.391,1430.9888,640.1939,2.1496
04-Aug-75,5.4939,,9.3547,1427.1765,637.8933,2.1413
05-Aug-75,5.464,,9.2941,1423.9125,637.9239,2.1409
06-Aug-75,5.4684,,9.2754,1418.0732,634.1524,2.1286
07-Aug-75,5.4386,,9.2207,1410.0814,626.5696,2.1035
08-Aug-75,5.423,,9.22,1408.7996,625.9579,2.103
11-Aug-75,5.4325,,9.2364,1409.7354,625.9721,2.1022
12-Aug-75,5.4422,,9.2403,1409.9285,626.7938,2.1039
13-Aug-75,5.4384,,9.2552,1412.5038,627.9856,2.1079
14-Aug-75,5.4331,,9.2305,1409.4474,627.9856,2.1079
15-Aug-75,5.4281,,9.2232,1409.1491,628.1556,2.1084
18-Aug-75,5.4125,,9.2035,1408.7096,628.365,2.1079
19-Aug-75,5.4108,,9.2028,1410.7571,631.1036,2.1173
20-Aug-75,5.4355,,9.2244,1411.9565,631.2164,2.1191
21-Aug-75,5.4086,,9.2034,1408.8983,629.1636,2.1115
22-Aug-75,5.4068,,9.2047,1404.1368,626.6068,2.1061
26-Aug-75,5.4357,,9.2387,1408.1688,628.6136,2.1093
27-Aug-75,5.443,,9.2399,1408.6468,628.4375,2.1097
28-Aug-75,5.443,,9.2567,1408.6468,628.5641,2.1097
29-Aug-75,5.4487,,9.2739,1410.6018,628.7465,2.1101
01-Sep-75,5.4519,,9.2719,1410.742,627.7807,2.107
02-Sep-75,5.4449,,9.2808,1413.0016,628.0429,2.1088
03-Sep-75,5.435,,9.2759,1413.0722,628.7126,2.1119
04-Sep-75,5.4405,,9.2853,1413.0308,627.8802,2.1079
05-Sep-75,5.4422,,9.3051,1413.6342,628.2116,2.1088
08-Sep-75,5.4472,,9.3003,1414.4,628.7254,2.1101
09-Sep-75,5.4504,,9.2963,1415.0477,629.551,2.1128
10-Sep-75,5.4641,,9.3102,1414.9275,628.7043,2.1101
11-Sep-75,5.4624,,9.3323,1417.6707,628.852,2.1101
12-Sep-75,5.4656,,9.3207,1416.9576,627.8861,2.107
15-Sep-75,5.4617,,9.326,1417.0817,627.1094,2.1039
16-Sep-75,5.4642,,9.3107,1413.2086,622.6683,2.089
17-Sep-75,5.4709,,9.3356,1411.1577,620.7179,2.0812
18-Sep-75,5.4709,,9.3638,1415.0713,623.8455,2.079
19-Sep-75,5.481,,9.3932,1419.5319,626.7155,2.0799
22-Sep-75,5.5068,,9.4332,1423.3255,627.2247,2.0721
23-Sep-75,5.4666,,9.3665,1412.0312,619.8424,2.0442
24-Sep-75,5.4417,,9.3309,1405.6174,619.0396,2.0429
25-Sep-75,5.4208,,9.2616,1406.3953,619.7969,2.0479
26-Sep-75,5.4442,,9.2843,1403.6879,617.1809,2.045
29-Sep-75,5.4393,,9.2959,1403.2769,616.8474,2.0358
30-Sep-75,5.4045,,9.2135,1401.3273,618.3859,2.0429
01-Oct-75,5.3244,,9.0999,1394.303,616.756,2.0392
02-Oct-75,5.3288,,9.0983,1394.099,616.756,2.0392
03-Oct-75,5.361,,9.1619,1397.7562,616.9358,2.0371
06-Oct-75,5.3446,,9.1087,1397.3437,618.9987,2.0429
07-Oct-75,5.317,,9.0669,1389.7511,618.6542,2.0421
08-Oct-75,5.333,,9.1011,1394.3814,619.1417,2.0429
09-Oct-75,5.3225,,9.1003,1396.7702,620.4523,2.0479
10-Oct-75,5.3004,,9.071,1396.0444,623.4712,2.058
13-Oct-75,5.2885,,9.0237,1393.8282,623.9315,2.0602
14-Oct-75,5.3157,,9.0727,1392.3351,619.4525,2.0471
15-Oct-75,5.283,,9.0285,1392.5638,622.2592,2.0559
16-Oct-75,5.2635,,9.0048,1385.9849,622.4237,2.0559
17-Oct-75,5.2796,,9.0227,1390.0967,622.5265,2.0559
20-Oct-75,5.29,,9.0364,1391.974,623.1074,2.0602
21-Oct-75,5.2848,,9.0142,1391.8962,620.1548,2.061
22-Oct-75,5.2998,,9.0391,1397.4761,625.6426,2.0751
23-Oct-75,5.289,,9.0243,1393.6971,624.1034,2.0678
24-Oct-75,5.2942,,9.0289,1395.9184,624.144,2.0691
27-Oct-75,5.3054,,9.0477,1397.6259,623.1728,2.0678
28-Oct-75,5.3043,,9.0535,1397.6022,623.3039,2.067
29-Oct-75,5.3105,,9.0439,1399.3835,623.483,2.0678
30-Oct-75,5.2986,,9.0314,1397.7411,625.4995,2.0738
31-Oct-75,5.3131,,9.0314,1398.873,626.9628,2.0781
03-Nov-75,5.295,,9.0246,1395.5636,625.4995,2.0738
04-Nov-75,5.2971,,9.038,1394.6625,625.3056,2.07
05-Nov-75,5.3034,,9.0418,1394.3353,622.812,2.064
06-Nov-75,5.2973,,9.0264,1396.3322,624.1854,2.0691
07-Nov-75,5.285,,9.0209,1391.1483,622.7467,2.0631
10-Nov-75,5.2985,,9.032,1393.4811,624.3754,2.0661
11-Nov-75,5.3005,,9.0292,1394.1398,623.7783,2.0631
12-Nov-75,5.2962,,9.031,1394.3353,623.1629,2.064
13-Nov-75,5.2956,,9.0171,1392.9574,621.8248,2.058
14-Nov-75,5.2969,,9.0037,1388.1141,618.3705,2.0442
17-Nov-75,5.3198,,9.039,1387.2228,615.8541,2.0342
18-Nov-75,5.3101,,9.0543,1389.7097,617.1395,2.0371
19-Nov-75,5.3085,,9.0367,1390.9073,618.2604,2.0408
20-Nov-75,5.2919,,9.0117,1390.8372,619.7138,2.0458
21-Nov-75,5.3126,,9.0363,1390.091,618.3624,2.0408
24-Nov-75,5.3066,,9.029,1390.0206,617.6737,2.0392
25-Nov-75,5.2994,,9.0197,1387.4024,617.4837,2.0379
26-Nov-75,5.3105,,9.025,1387.6397,613.7958,2.0321
27-Nov-75,5.3141,,9.0309,1387.2006,615.1306,2.03
28-Nov-75,5.302,,9.0054,1381.3117,612.262,2.0202
01-Dec-75,5.2859,,9.005,1380.2006,615.0499,2.0202
02-Dec-75,5.2819,,8.9793,1379.0292,614.9902,2.021
03-Dec-75,5.2914,,9.0048,1380.6647,617.1467,2.0231
04-Dec-75,5.3006,,9.0124,1383.2989,618.4387,2.028
05-Dec-75,5.3011,,9.0141,1381.8269,620.9969,2.0251
08-Dec-75,5.2991,,8.998,1376.5424,620.1871,2.0218
09-Dec-75,5.3139,,9.0136,1381.5969,618.7718,2.0218
10-Dec-75,5.3137,,9.0133,1382.4855,619.0889,2.0231
11-Dec-75,5.3096,,9.006,1381.2523,618.1228,2.021
12-Dec-75,5.3115,,9.0042,1380.4489,617.3674,2.0182
15-Dec-75,5.3226,,9.0276,1380.4672,616.5663,2.0169
16-Dec-75,5.3211,,9.03,1381.3998,616.8045,2.019
17-Dec-75,5.3193,,9.0356,1382.2832,618.2594,2.0231
18-Dec-75,5.3042,,9.0192,1379.1708,618.2664,2.0218
19-Dec-75,5.2827,,8.9853,1376.4334,617.1714,2.0169
22-Dec-75,5.2939,,8.9842,1376.5643,618.1812,2.0202
23-Dec-75,5.284,,8.996,1378.362,618.2057,2.0218
24-Dec-75,5.2746,,8.9917,1378.8439,618.8663,2.0231
29-Dec-75,5.2945,,9.0445,1380.1817,617.0533,2.0218
30-Dec-75,5.3036,,9.0462,1383.7403,617.3299,2.0239
31-Dec-75,5.2979,,9.0356,1382.8901,617.1872,2.0231
02-Jan-76,5.2976,,9.0529,1383.2343,617.3906,2.0239
05-Jan-76,5.2814,,9.0408,1383.86,619.8921,2.0321
06-Jan-76,5.2844,,9.0274,1381.926,619.2621,2.0309
07-Jan-76,5.2849,,9.0339,1384.5784,618.8037,2.0342
08-Jan-76,5.2899,,9.038,1386.4091,621.7533,2.0342
09-Jan-76,5.2895,,9.0517,1386.394,621.293,2.0309
12-Jan-76,5.2894,,9.0815,1387.1114,619.9937,2.0321
13-Jan-76,5.2793,,9.0671,1383.5379,617.7954,2.0239
14-Jan-76,5.2707,,9.0596,1384.8818,618.9042,2.0272
15-Jan-76,5.2717,,9.0737,1385.1859,618.9448,2.0272
16-Jan-76,5.2758,,9.0936,1388.0647,618.7429,2.028
19-Jan-76,5.2855,,9.1094,1392.3332,618.3066,2.0329
20-Jan-76,5.2864,,9.1086,1398.3763,616.7844,2.0309
21-Jan-76,5.2843,,9.1222,1425.2741,616.034,2.0231
22-Jan-76,5.2665,,9.0929,1481.8167,614.1812,2.0202
23-Jan-76,5.2692,,9.106,1474.84,614.7594,2.0231
26-Jan-76,5.2657,,9.0765,1480.348,614.9216,2.0251
27-Jan-76,5.2685,,9.0846,1476.2978,615.0228,2.0251
28-Jan-76,5.2775,,9.1093,1489.6464,615.7408,2.0288
29-Jan-76,5.2667,,9.0956,1507.8181,615.9037,2.028
30-Jan-76,5.2526,,9.0809,1538.8448,616.0857,2.0288
02-Feb-76,5.2083,,9.0408,1547.3641,614.8897,2.028
03-Feb-76,5.2174,,9.0489,1554.4621,613.8757,2.028
04-Feb-76,5.2174,,9.0538,1533.3296,609.9809,2.0309
05-Feb-76,5.2201,,9.0611,1521.0001,610.9756,2.028
06-Feb-76,5.2211,,9.0819,1519.3865,610.9981,2.0272
09-Feb-76,5.1842,,9.0733,1525.5631,609.7588,2.028
10-Feb-76,5.1721,,9.0598,1530.8105,608.8842,2.0259
11-Feb-76,5.1491,,9.0347,1539.2521,609.049,2.028
12-Feb-76,5.1442,,9.0517,1547.2811,608.317,2.0259
13-Feb-76,5.1569,,9.0562,1554.7704,609.0488,2.0251
16-Feb-76,5.1717,,9.0311,1559.8102,610.167,2.0231
17-Feb-76,5.1947,,9.0594,1553.7409,610.0659,2.0231
18-Feb-76,5.1862,,9.057,1554.861,610.4082,2.0239
19-Feb-76,5.1751,,9.0534,1556.5126,610.3289,2.0231
20-Feb-76,5.1852,,9.0691,1572.1249,611.4606,2.0239
23-Feb-76,5.1771,,9.059,1597.8689,612.169,2.0239
24-Feb-76,5.1755,,9.0704,1594.7662,611.5802,2.0251
25-Feb-76,5.1863,,9.0781,1585.2667,611.8218,2.0259
26-Feb-76,5.1964,,9.076,1565.0077,612.1459,2.0259
27-Feb-76,5.2035,,9.0846,1561.352,611.8839,2.0251
01-Mar-76,5.2186,,9.0853,1580.6658,610.4082,2.0239
02-Mar-76,5.2144,,9.1015,1598.8809,610.6106,2.0239
03-Mar-76,5.2024,,9.0954,1605.9645,610.2665,2.0239
04-Mar-76,5.1954,,9.0892,1605.8755,607.8954,2.0149
05-Mar-76,5.1066,,8.9876,1584.9427,598.2489,1.9849
08-Mar-76,4.9864,,8.7985,1551.798,584.3664,1.944
09-Mar-76,4.9845,,8.7888,1547.4621,584.435,1.941
10-Mar-76,4.9453,,8.7182,1540.7135,578.9832,1.922
11-Mar-76,4.9337,,8.7072,1534.8579,575.1678,1.912
12-Mar-76,4.971,,8.7826,1552.8375,579.9186,1.926
15-Mar-76,4.9404,,8.9809,1587.0382,577.9877,1.9231
16-Mar-76,4.9269,,8.9565,1617.2175,575.4575,1.915
17-Mar-76,4.8723,,9.022,1703.5365,577.47,1.9249
18-Mar-76,4.8787,,9.0605,1679.4753,576.9888,1.9249
19-Mar-76,4.857,,9.057,1644.7707,575.6361,1.9209
22-Mar-76,4.8781,,9.0455,1627.9628,575.8858,1.9209
23-Mar-76,4.9301,,9.0605,1610.1789,576.8925,1.9249
24-Mar-76,4.9226,,9.0386,1621.7388,577.5818,1.9272
25-Mar-76,4.9014,,9.0251,1616.5962,576.103,1.9231
26-Mar-76,4.8954,,9.0148,1630.8441,575.4056,1.9209
29-Mar-76,4.8884,,8.9884,1625.3319,574.2552,1.9161
30-Mar-76,4.8646,,8.9463,1616.2304,574.3893,1.9161
31-Mar-76,4.8641,,8.9603,1609.5575,573.5425,1.915
01-Apr-76,4.7729,,8.8279,1587.523,564.9978,1.8871
02-Apr-76,4.7478,,8.7385,1600.0353,559.2086,1.8692
05-Apr-76,4.7424,,8.7287,1588.902,558.7296,1.8671
06-Apr-76,4.7104,,8.6657,1596.9511,555.5792,1.858
07-Apr-76,4.7506,,8.7166,1614.9726,558.1883,1.8681
08-Apr-76,4.6752,,8.5885,1602.3826,548.5185,1.845
09-Apr-76,4.6633,,8.56,1613.7168,546.9738,1.8369
12-Apr-76,4.6763,,8.6301,1653.1281,549.7295,1.8409
13-Apr-76,4.6996,,8.6636,1654.9729,552.3426,1.8512
14-Apr-76,4.7003,,8.6555,1635.0884,554.4816,1.857
15-Apr-76,4.7061,,8.6577,1627.7243,553.0555,1.8539
20-Apr-76,4.6844,,8.6251,1620.7836,553.2287,1.8481
21-Apr-76,4.6715,,8.5933,1614.4692,551.3495,1.8409
22-Apr-76,4.6383,,8.5275,1619.3559,547.6118,1.8272
23-Apr-76,4.6335,,8.5081,1621.7138,546.731,1.8242
26-Apr-76,4.617,,8.4792,1620.5507,545.2216,1.8188
27-Apr-76,4.6338,,8.5154,1623.538,545.9831,1.8242
28-Apr-76,4.6467,,8.5417,1636.2554,548.1112,1.8318
29-Apr-76,4.6682,,8.58,1650.4319,551.2185,1.842
30-Apr-76,4.6694,,8.5804,1656.3496,550.4291,1.8409
03-May-76,4.6303,,8.5176,1650.8646,546.3941,1.8282
04-May-76,4.6254,,8.5284,1671.8863,543.7876,1.8262
05-May-76,4.6323,,8.556,1676.4594,544.7488,1.8282
06-May-76,4.614,,8.5079,1602.6248,543.1067,1.8222
07-May-76,4.6236,,8.5208,1564.2515,544.469,1.8242
10-May-76,4.6533,,8.558,1525.4716,546.1317,1.8302
11-May-76,4.6659,,8.5757,1545.5085,546.8159,1.8328
12-May-76,4.6938,,8.6208,1563.0649,549.3713,1.8389
13-May-76,4.6641,,8.5706,1554.8841,546.449,1.8282
14-May-76,4.6478,,8.522,1542.6071,542.3186,1.8159
17-May-76,4.6561,,8.5323,1531.7335,538.045,1.8031
18-May-76,4.6729,,8.5287,1529.45,539.561,1.81
19-May-76,4.6496,,8.5193,1527.7601,540.9536,1.808
20-May-76,4.6548,,8.52,1517.8801,540.8351,1.807
21-May-76,4.6013,,8.4283,1494.3099,533.11,1.78
24-May-76,4.6042,,8.4418,1499.7397,535.2422,1.787
25-May-76,4.6155,,8.4425,1500.4951,535.3867,1.7879
26-May-76,4.5823,,8.3566,1496.4504,530.3505,1.7699
27-May-76,4.5746,,8.3498,1489.327,530.5617,1.7709
28-May-76,4.5579,,8.3078,1483.7166,527.6121,1.759
01-Jun-76,4.5503,,8.3083,1482.2554,526.4535,1.7528
02-Jun-76,4.4537,,8.1441,1452.2325,517.3869,1.7229
03-Jun-76,4.4169,,8.0866,1448.3701,513.5301,1.71
04-Jun-76,4.4321,,8.1351,1458.5915,515.7009,1.717
07-Jun-76,4.5182,,8.3064,1487.1869,527.0265,1.755
08-Jun-76,4.5486,,8.3769,1506.6273,530.97,1.7699
09-Jun-76,4.5556,,8.3892,1516.0603,531.9339,1.774
10-Jun-76,4.5624,,8.3769,1513.2644,530.8815,1.7699
11-Jun-76,4.5575,,8.3716,1510.6096,530.7045,1.7699
14-Jun-76,4.5637,,8.3827,1512.369,531.5809,1.773
15-Jun-76,4.5718,,8.4057,1515.2444,532.5969,1.7771
16-Jun-76,4.5718,,8.4039,1518.532,532.7746,1.7771
17-Jun-76,4.5645,,8.3963,1513.2219,532.1113,1.774
18-Jun-76,4.5666,,8.4105,1514.5524,530.7808,1.774
21-Jun-76,4.5757,,8.4272,1515.3209,531.0856,1.7749
22-Jun-76,4.5678,,8.4093,1506.1635,530.3929,1.773
23-Jun-76,4.564,,8.4015,1502.7409,526.4023,1.7721
24-Jun-76,4.554,,8.3834,1495.5251,526.223,1.7709
25-Jun-76,4.5613,,8.4082,1496.5876,526.949,1.7709
28-Jun-76,4.5735,,8.4176,1494.1514,525.0685,1.774
29-Jun-76,4.5845,,8.4396,1480.1281,528.0428,1.779
30-Jun-76,4.5917,,8.4566,1497.3059,531.6975,1.7841
01-Jul-76,4.6154,,8.4921,1503.0319,532.1656,1.7912
02-Jul-76,4.6206,,8.5029,1503.9626,532.6583,1.7931
05-Jul-76,4.6276,,8.5202,1502.8029,532.065,1.796
06-Jul-76,4.652,,8.5647,1508.2932,534.529,1.8031
07-Jul-76,4.6485,,8.5564,1507.7269,534.2686,1.8021
08-Jul-76,4.6226,,8.5226,1501.1833,531.2955,1.7931
09-Jul-76,4.5827,,8.4815,1492.537,527.3844,1.7781
12-Jul-76,4.614,,8.5408,1500.4951,529.3436,1.7879
13-Jul-76,4.6154,,8.5527,1499.9033,527.5466,1.7889
14-Jul-76,4.5882,,8.5121,1492.5551,521.4731,1.7819
15-Jul-76,4.5894,,8.5661,1491.4148,521.8037,1.7809
16-Jul-76,4.5716,,8.6615,1487.3663,521.8206,1.7749
19-Jul-76,4.5721,,8.7361,1486.5676,521.2349,1.7749
20-Jul-76,4.5899,,8.7282,1487.9421,522.4271,1.7809
21-Jul-76,4.5925,,8.7446,1489.9751,523.644,1.7828
22-Jul-76,4.5988,,8.7773,1492.5221,524.0518,1.7851
23-Jul-76,4.5896,,8.7727,1488.7435,523.3887,1.7809
26-Jul-76,4.5775,,8.7824,1485.0337,521.5789,1.7771
27-Jul-76,4.5896,,8.7295,1488.6884,523.647,1.7819
28-Jul-76,4.5993,,8.7679,1496.4582,525.574,1.7912
29-Jul-76,4.5557,,8.7653,1490.4371,523.6333,1.7841
30-Jul-76,4.5373,,8.7671,1490.1695,523.1873,1.7841
02-Aug-76,4.5359,,8.7857,1492.2707,523.5865,1.7879
03-Aug-76,4.5484,,8.7983,1492.9859,523.7653,1.7879
04-Aug-76,4.5476,,8.8301,1498.0797,524.9244,1.794
